Name,Created at,Cancelled at,Lineitem name,Lineitem quantity,Lineitem price,Lineitem discount,Financial Status,Fulfillment Status,Subtotal,Total Discount,Shipping,Taxes,Total,Currency,Customer Email,Billing Name,Shipping Province,Shipping Country
#3830,2025-01-17 09:48:00,,Repair Eye Gel G,1,45.0,6.61,paid,fulfilled,45.0,6.61,0.0,2.79,41.18,USD,omooimwp301@yahoo.com,Customer 301,CA,United States
#3739,2025-02-14 23:08:00,,Socks 3-Pack,2,14.0,3.25,paid,unfulfilled,83.0,11.14,0.0,6.94,78.8,USD,qgpshyaw326@hotmail.com,Customer 326,NSW,Australia
#3976,2024-09-03 19:54:00,,Socks 3-Pack,1,14.0,2.42,paid,unfulfilled,49.0,7.81,0.0,2.75,43.94,USD,wkqkwuql301@brand.com,Customer 301,ON,Canada
#3876,2024-09-19 22:04:00,,Clarifying Toner X,1,25.0,3.42,paid,fulfilled,53.0,6.69,4.99,4.03,55.33,USD,suamqaakdi200@brand.com,Customer 200,FL,United States
#3766,2025-05-15 10:32:00,,Cap 01,1,19.0,1.62,paid,fulfilled,188.0,15.74,0.0,21.86,194.12,USD,rffwkxjp301@brand.com,Customer 301,VIC,Australia
#4172,2024-10-03 03:14:00,,Cap 01,2,19.0,0.0,paid,fulfilled,297.0,0.0,6.99,19.05,323.04,USD,ucwtpusjr301@yahoo.com,Customer 301,ON,Canada
#3777,2025-03-07 00:08:00,,Light Jacket 01,1,79.0,0.0,paid,partial,79.0,0.0,0.0,10.62,89.62,USD,ckbgisrto301@yahoo.com,Customer 301,ENG,United Kingdom
#3840,2025-03-20 15:40:00,,Starter Kit C,1,79.0,0.0,paid,fulfilled,130.0,0.0,0.0,24.27,154.27,USD,asclafnf301@hotmail.com,Customer 301,ENG,United Kingdom
#3643,2025-03-03 06:39:00,,Cap 01,1,19.0,0.0,paid,unfulfilled,137.0,0.0,4.99,25.41,167.4,USD,prclwegil289@hotmail.com,Customer 289,NSW,Australia
#4147,2025-02-10 06:09:00,,Repair Eye Gel G,1,45.0,0.0,paid,partial,369.0,0.0,6.99,27.89,403.88,USD,ewwuilqw301@yahoo.com,Customer 301,QC,Canada
#3912,2025-01-30 14:22:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,35.0,0.0,4.99,3.47,43.46,USD,jryzndldm301@yahoo.com,Customer 301,ENG,United Kingdom
#3997,2025-05-21 04:44:00,,Radiance Serum A,1,39.0,6.27,paid,fulfilled,146.0,21.37,6.99,11.82,143.44,USD,kiklbv301@hotmail.com,Customer 301,FL,United States
#3655,2025-04-19 01:58:00,,Shorts 01,1,35.0,0.0,paid,fulfilled,188.0,0.0,6.99,17.15,212.14,USD,jwkimxjzuq167@yahoo.com,Customer 167,ON,Canada
#3900,2024-10-22 18:02:00,,Light Jacket 01,2,79.0,37.88,paid,unfulfilled,523.0,118.76,6.99,34.17,445.4,USD,aagyvmq229@hotmail.com,Customer 229,QC,Canada
#3655,2025-04-19 01:58:00,,Starter Kit C,1,79.0,0.0,paid,fulfilled,188.0,0.0,6.99,17.15,212.14,USD,zdzicvcxa167@yahoo.com,Customer 167,ON,Canada
#3971,2024-11-28 16:58:00,,Hoodie 01,1,55.0,7.16,paid,fulfilled,55.0,7.16,6.99,9.6,64.43,USD,gmjhxsf301@yahoo.com,Customer 301,NSW,Australia
#3865,2025-05-24 22:17:00,,Hoodie 01,2,55.0,0.0,paid,fulfilled,259.0,0.0,9.99,19.27,288.26,USD,bxzaozch301@gmail.com,Customer 301,BC,Canada
#3824,2025-05-18 23:32:00,,Repair Eye Gel G,2,45.0,13.17,paid,fulfilled,125.0,17.9,0.0,7.01,114.11,USD,htupuoewl200@yahoo.com,Customer 200,FL,United States
#3765,2024-08-29 13:56:00,,Premium Tee 02,2,28.0,0.0,paid,fulfilled,214.0,0.0,0.0,27.74,241.74,USD,ihihry200@hotmail.com,Customer 200,NSW,Australia
#4148,2025-07-18 03:12:00,,Clarifying Toner X,2,25.0,3.72,paid,fulfilled,64.0,4.67,0.0,4.03,63.36,USD,tirxxezsja301@brand.com,Customer 301,NY,United States
#4090,2025-03-15 20:06:00,2025-04-09 20:06:00,Premium Tee 02,2,28.0,0.0,refunded,fulfilled,56.0,0.0,9.99,4.51,0.0,USD,nedchtl326@hotmail.com,Customer 326,CA,United States
#3758,2025-04-21 00:35:00,,Clarifying Toner X,1,25.0,0.0,paid,fulfilled,74.0,0.0,0.0,6.39,80.39,USD,yexecfess301@hotmail.com,Customer 301,TX,United States
#4109,2025-02-07 20:37:00,,Radiance Serum A,3,39.0,34.55,paid,unfulfilled,226.0,70.24,6.99,16.09,178.84,USD,scmfjmuw289@yahoo.com,Customer 289,VIC,Australia
#3786,2025-06-29 07:50:00,,Clarifying Toner X,1,25.0,5.0,paid,unfulfilled,179.0,37.88,6.99,12.88,160.99,USD,nsidjmo301@brand.com,Customer 301,BC,Canada
#3865,2025-05-24 22:17:00,,Glow Oil L,1,35.0,0.0,paid,fulfilled,259.0,0.0,9.99,19.27,288.26,USD,lpqsklf301@yahoo.com,Customer 301,BC,Canada
#3653,2025-02-04 21:03:00,,Classic Tee 01,1,22.0,0.0,paid,unfulfilled,124.0,0.0,0.0,14.0,138.0,USD,iakfvcy326@yahoo.com,Customer 326,VIC,Australia
#4158,2024-09-30 17:28:00,,Clarifying Toner X,1,25.0,0.0,paid,fulfilled,54.0,0.0,0.0,10.43,64.43,USD,vptxqdefli301@yahoo.com,Customer 301,NSW,Australia
#3725,2025-03-08 16:14:00,,Revive Mask M,3,29.0,0.0,paid,unfulfilled,166.0,0.0,6.99,14.48,187.47,USD,ubzmknxro301@hotmail.com,Customer 301,BC,Canada
#3980,2024-10-26 02:38:00,,Light Jacket 01,1,79.0,8.72,paid,partial,107.0,11.54,0.0,15.4,110.86,USD,cwxmxqs301@brand.com,Customer 301,NSW,Australia
#4080,2024-10-13 15:54:00,,Starter Kit C,2,79.0,0.0,paid,fulfilled,187.0,0.0,0.0,17.14,204.14,USD,hpwwbxktii289@yahoo.com,Customer 289,ON,Canada
#3929,2025-06-29 20:19:00,,Light Jacket 01,1,79.0,0.0,paid,fulfilled,129.0,0.0,6.99,9.93,145.92,USD,ewywfyyq200@yahoo.com,Customer 200,FL,United States
#3831,2025-06-15 12:12:00,,Repair Eye Gel G,2,45.0,0.0,paid,fulfilled,90.0,0.0,6.99,7.54,104.53,USD,jaqjeawugs301@brand.com,Customer 301,NY,United States
#3970,2025-04-08 03:23:00,,Foam Cleanser F,1,21.0,0.0,paid,partial,21.0,0.0,6.99,2.06,30.05,USD,djfatt301@hotmail.com,Customer 301,WA,United States
#3762,2025-05-05 14:55:00,,Hoodie 01,1,55.0,12.26,paid,partial,370.0,73.97,6.99,25.09,328.11,USD,hkqefvtt289@hotmail.com,Customer 289,ENG,United Kingdom
#4122,2024-12-05 15:48:00,,Foam Cleanser F,1,21.0,0.0,refunded,fulfilled,21.0,0.0,6.99,2.04,0.0,USD,tdalrzdwx200@brand.com,Customer 200,TX,United States
#3845,2025-02-16 18:56:00,,Leggings 01,1,49.0,0.0,paid,partial,49.0,0.0,6.99,4.09,60.08,USD,yhtvqtded301@gmail.com,Customer 301,NY,United States
#4123,2024-12-23 20:50:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,78.0,0.0,0.0,7.19,85.19,USD,xxpqzbtj301@brand.com,Customer 301,ON,Canada
#4212,2025-06-06 22:12:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,104.0,0.0,6.99,6.67,117.66,USD,xckqqt301@yahoo.com,Customer 301,QC,Canada
#3942,2024-08-27 02:55:00,,Repair Eye Gel G,1,45.0,0.0,paid,fulfilled,217.0,0.0,0.0,17.88,234.88,USD,vwocudkdx230@brand.com,Customer 230,TX,United States
#3668,2025-04-07 16:45:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,67.0,0.0,4.99,8.95,80.94,USD,ucrwow301@brand.com,Customer 301,NSW,Australia
#4008,2025-02-28 04:05:00,,Clarifying Toner X,1,25.0,1.83,paid,fulfilled,70.0,5.04,4.99,10.73,80.68,USD,lvebet229@hotmail.com,Customer 229,ENG,United Kingdom
#3711,2025-07-09 04:01:00,,Clarifying Toner X,2,25.0,5.76,paid,fulfilled,50.0,5.76,0.0,2.67,46.91,USD,arpyxg301@gmail.com,Customer 301,WA,United States
#3944,2024-12-23 02:45:00,,Leggings 01,1,49.0,0.0,paid,partial,77.0,0.0,9.99,13.49,100.48,USD,snkibxk301@brand.com,Customer 301,ENG,United Kingdom
#4041,2025-03-18 17:40:00,,Hoodie 01,1,55.0,0.0,paid,partial,55.0,0.0,4.99,4.39,64.38,USD,pxresy301@gmail.com,Customer 301,NY,United States
#3823,2025-01-10 16:28:00,,Light Jacket 01,1,79.0,0.0,paid,fulfilled,79.0,0.0,4.99,5.04,89.03,USD,pltwlqn301@hotmail.com,Customer 301,NY,United States
#3946,2025-07-01 19:53:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,49.0,0.0,0.0,3.68,52.68,USD,vrtuuvqht301@brand.com,Customer 301,IL,United States
#3973,2025-01-19 21:19:00,,Shorts 01,1,35.0,7.39,paid,partial,93.0,19.95,4.99,14.04,92.08,USD,prwalrqwiv301@brand.com,Customer 301,ENG,United Kingdom
#4076,2024-12-25 03:16:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,28.0,0.0,0.0,3.59,31.59,USD,tyfaandwcf301@hotmail.com,Customer 301,NSW,Australia
#3760,2025-05-08 04:34:00,,Starter Kit C,2,79.0,0.0,paid,unfulfilled,570.0,0.0,0.0,39.19,609.19,USD,vktfbknz301@brand.com,Customer 301,BC,Canada
#3979,2025-04-01 10:48:00,,Clarifying Toner X,1,25.0,0.0,paid,fulfilled,60.0,0.0,0.0,4.06,64.06,USD,izqfbemrm246@hotmail.com,Customer 246,QC,Canada
#3804,2025-08-19 02:02:00,,Repair Eye Gel G,1,45.0,0.0,paid,fulfilled,45.0,0.0,4.99,3.9,53.89,USD,aboeqbobg301@yahoo.com,Customer 301,BC,Canada
#3870,2025-05-16 14:22:00,,Repair Eye Gel G,1,45.0,8.68,paid,partial,115.0,22.98,6.99,6.69,105.7,USD,zzpvvtkj301@brand.com,Customer 301,FL,United States
#3899,2025-07-25 15:16:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,49.0,0.0,0.0,4.44,53.44,USD,huzlxdpcf289@brand.com,Customer 289,BC,Canada
#3994,2025-07-31 17:52:00,,Foam Cleanser F,1,21.0,0.0,paid,fulfilled,208.0,0.0,6.99,18.99,233.98,USD,wnrbsxxk289@gmail.com,Customer 289,TX,United States
#3697,2024-11-16 19:14:00,,Glow Oil L,2,35.0,23.35,paid,unfulfilled,171.0,68.28,0.0,9.73,112.45,USD,fnnbdim301@brand.com,Customer 301,ON,Canada
#4143,2025-05-28 02:02:00,,Starter Kit C,1,79.0,0.0,paid,fulfilled,166.0,0.0,4.99,15.0,185.99,USD,lcqpbqwiaf301@hotmail.com,Customer 301,CA,United States
#3986,2024-09-03 06:10:00,,Hoodie 01,1,55.0,0.0,paid,fulfilled,77.0,0.0,6.99,5.56,89.55,USD,szzttxa301@hotmail.com,Customer 301,QC,Canada
#4217,2025-06-02 03:13:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,154.0,0.0,9.99,15.51,179.5,USD,nriowydo301@hotmail.com,Customer 301,WA,United States
#4013,2024-09-20 17:21:00,,Shorts 01,2,35.0,0.0,paid,partial,70.0,0.0,6.99,6.66,83.65,USD,duhrow301@yahoo.com,Customer 301,NSW,Australia
#3650,2025-01-18 17:32:00,,Clarifying Toner X,2,25.0,11.27,paid,fulfilled,75.0,17.2,0.0,3.85,61.65,USD,krmahh301@brand.com,Customer 301,TX,United States
#4141,2024-11-23 17:43:00,,Hydra Cream B,1,49.0,0.0,paid,fulfilled,49.0,0.0,9.99,4.83,63.82,USD,npjqdnfp326@hotmail.com,Customer 326,IL,United States
#4159,2024-11-23 16:45:00,,Glow Oil L,1,35.0,0.0,paid,fulfilled,35.0,0.0,6.99,3.38,45.37,USD,uaiojlmyk301@gmail.com,Customer 301,TX,United States
#3875,2025-08-15 23:05:00,,Clarifying Toner X,1,25.0,0.0,paid,partial,104.0,0.0,4.99,11.39,120.38,USD,qxhlxu50@hotmail.com,Customer 50,ENG,United Kingdom
#3688,2025-03-28 05:21:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,112.0,0.0,4.99,9.36,126.35,USD,bqjury301@yahoo.com,Customer 301,WA,United States
#3634,2025-05-28 08:06:00,,Hoodie 01,2,55.0,6.79,paid,partial,110.0,6.79,4.99,8.18,116.38,USD,uwkqeywz200@yahoo.com,Customer 200,FL,United States
#3658,2025-05-19 05:39:00,,Premium Tee 02,1,28.0,0.0,paid,fulfilled,56.0,0.0,0.0,8.41,64.41,USD,hzrlhzwcjj200@hotmail.com,Customer 200,NSW,Australia
#3927,2024-09-12 20:19:00,,Radiance Serum A,1,39.0,2.98,paid,fulfilled,88.0,6.59,6.99,11.79,100.19,USD,rugoiy301@hotmail.com,Customer 301,NSW,Australia
#3645,2025-07-09 06:59:00,,Shorts 01,2,35.0,3.03,paid,partial,105.0,4.13,0.0,16.23,117.1,USD,bqakmljx301@brand.com,Customer 301,NSW,Australia
#4155,2025-06-24 19:20:00,,Socks 3-Pack,1,14.0,0.0,paid,fulfilled,56.0,0.0,0.0,6.14,62.14,USD,tdiyzitule301@gmail.com,Customer 301,ENG,United Kingdom
#4107,2025-08-11 23:13:00,,Cap 01,2,19.0,0.0,refunded,fulfilled,38.0,0.0,0.0,3.42,0.0,USD,bwzbowyn301@brand.com,Customer 301,IL,United States
#3995,2025-08-03 17:10:00,,Classic Tee 01,1,22.0,0.0,paid,fulfilled,51.0,0.0,9.99,5.3,66.29,USD,mhevped200@brand.com,Customer 200,TX,United States
#4112,2025-04-04 05:48:00,,Clarifying Toner X,1,25.0,5.84,paid,partial,274.0,73.56,0.0,12.66,213.1,USD,tfjvdzsq301@brand.com,Customer 301,FL,United States
#4180,2025-02-27 23:59:00,,Glow Oil L,2,35.0,4.57,paid,fulfilled,235.0,18.01,6.99,18.62,242.6,USD,utfninc200@hotmail.com,Customer 200,BC,Canada
#3977,2025-02-04 05:22:00,,Premium Tee 02,3,28.0,13.04,paid,partial,84.0,13.04,0.0,7.87,78.83,USD,lifcpb68@yahoo.com,Customer 68,NSW,Australia
#3764,2025-02-01 11:50:00,,Hoodie 01,1,55.0,9.76,paid,fulfilled,55.0,9.76,0.0,5.74,50.98,USD,wlfhnqpaz200@hotmail.com,Customer 200,ENG,United Kingdom
#4104,2025-07-18 04:26:00,,Hydra Cream B,1,49.0,11.47,paid,fulfilled,49.0,11.47,9.99,4.0,51.52,USD,iguxucwsj200@brand.com,Customer 200,VIC,Australia
#3745,2024-12-17 13:12:00,,Leggings 01,1,49.0,0.0,paid,fulfilled,212.0,0.0,0.0,35.2,247.2,USD,arwscngm229@gmail.com,Customer 229,NSW,Australia
#3820,2025-02-04 01:56:00,,Clarifying Toner X,3,25.0,0.0,paid,partial,442.0,0.0,6.99,47.65,496.64,USD,nimgwbcefg301@gmail.com,Customer 301,ENG,United Kingdom
#4064,2024-09-02 08:26:00,,Cap 01,1,19.0,2.93,paid,fulfilled,19.0,2.93,9.99,1.6,27.66,USD,qqtgva301@gmail.com,Customer 301,IL,United States
#3790,2025-03-20 07:33:00,,Glow Oil L,1,35.0,6.98,paid,fulfilled,35.0,6.98,0.0,5.48,33.5,USD,nueokjw230@hotmail.com,Customer 230,ENG,United Kingdom
#4197,2025-06-21 08:00:00,,Glow Oil L,1,35.0,0.0,paid,fulfilled,104.0,0.0,0.0,7.6,111.6,USD,amtdkots289@yahoo.com,Customer 289,FL,United States
#4162,2024-09-03 08:56:00,,Glow Oil L,1,35.0,0.0,paid,fulfilled,169.0,0.0,0.0,26.43,195.43,USD,zrgvvtnl301@gmail.com,Customer 301,NSW,Australia
#4182,2024-10-20 22:28:00,,Radiance Serum A,1,39.0,0.0,refunded,fulfilled,39.0,0.0,9.99,4.12,0.0,USD,zjuzta301@yahoo.com,Customer 301,ON,Canada
#3767,2025-03-17 09:45:00,,Radiance Serum A,1,39.0,0.0,paid,partial,39.0,0.0,4.99,3.17,47.16,USD,ybxnwjhbwd301@yahoo.com,Customer 301,BC,Canada
#3784,2024-09-07 02:50:00,,Socks 3-Pack,1,14.0,0.0,paid,fulfilled,14.0,0.0,4.99,3.0,21.99,USD,lpnzatolp326@yahoo.com,Customer 326,VIC,Australia
